name,longitude,latitude
HOLA MARKET INC,-73.803959672,40.759625631
TOPS MARKETS LLC,-73.761518772,43.837529284
86TH ST GOURMET DELI & GRILL INC,-74.002365942,40.607309938
CVS ALBANY LLC,-77.46223905,43.101946462
KUIS FISH MARKET INC,-73.951428865,40.680382741
THREE TIMES C FOOD CORP,-73.917294822,40.849506623
GREENE AVE MARKET INC,-73.972660058,40.686050961
ADIRONDACK PETROLEUM INC,-73.506246541,44.695439085
M&L FAMILY DELI GROCERY CORP,-74.003623311,40.644859523
CANISTEO SHURFINE LLC,-77.607325771,42.275083113
CVS ALBANY LLC,-73.041843592,40.864703684
5529 GREIG RD LLC,-75.358635744,43.68882029
PATEL MAHESH,-73.881606941,40.763886278
TRADER JOES EAST INC,-73.987835511,40.733501963
CENTRAL VALLEY DELI INC,-73.979787442,40.766180908
CELL-NIQUE CORP,-73.75276569,42.540580818
STEWARTS SHOPS CORP,-73.681284568,42.579884526
WALGREEN EASTERN CO INC,-76.19268515,43.050409911
MANNY & SAMMY DELI GROCERY CORP,-73.866937856,40.850773589
STEWARTS SHOPS CORP,-73.831664042,42.971238183
AADHYA FOOD INC,-73.881626136,40.742434096
TAPSCOTT FINEST MEAT CORP,-73.919393734,40.662133745
AMAL DELI CORP,-73.920697371,40.827461672
DOLLAR TREE STORES INC,-74.688859738,41.36909355
SANAM FOOD & FUEL INC,-73.023929924,40.764543295
LOS MELLIZOS GROCERY STORE CORP,-73.919051082,40.830578064
DARBAR DELI & GROCERY INC,-73.817263261,40.70764618
7&7 GROCERY DELI INC,-73.739797628,40.705934805
MIRABITO HOLDINGS INC,-74.754402449,42.797255145
FRESH FRUIT BOWL DELI CORP,-73.668583135,40.588127114
HERONDALE FARM INC,-73.569140403,42.067485793
BROOKLYN FINEST MINI MARKET CORP,-74.019617743,40.62188372
KRASZEWSKI HENRY,-72.365529701,40.901933164
RITE AID OF NEW YORK INC,-77.331694093,42.338296618
AL GHAITHI ADEL N,-78.881063917,43.041003152
HORN ERIC,-75.187128258,43.327446144
SOHO FINEST MARKET CORP,-74.004658057,40.722615589
DRAKE PETROLEUM CO INC,-73.713706524,43.401383834
LANCASTER GROCERY LLC,-78.672895338,42.901652646
DANIELS FARM CORP,-73.963112484,40.606822488
SAHUAYO BAKERY CORP,-73.874227011,40.742247012
DRAKE PETROLEUM CO INC,-73.787864993,43.071192379
EL RANCHO MARKET CORP,-73.896552042,40.867328896
BEEKMAN 55 FOOD MART CORP,-73.867281598,41.606901177
ASTORIA GOURMET DELI NY INC,-73.917070438,40.769730686
NADEEM INC,-73.984476865,40.692230394
J.F. SANTOS BAKERY LTD,-73.891924896,40.929489509
SUPERLOST COFFEE LLC,-73.948193786,40.699895015
PRRC INC,-77.643236945,43.088363923
ALTAMONT BEVERAGE CORP,-73.953722489,42.780853395
MONROE COMMUNITY COLLEGE ASSOC INC,-77.610634024,43.097221583
FRENCH DAVE & TAMI,-75.27355057,44.505200423
VALUE DRUG STORES INC,-73.426957844,40.870283978
300 W 145TH FOOD LLC,-73.942592579,40.822927063
KANAN DELI & GRILL CORP,-73.935787647,40.795793333
CALIFORNIA GRILL AND DELI CORP,-73.955991135,40.814057584
AAM SEAFOODS CORP,-73.874378388,41.640483733
ALEGRIA GROCERY DELI CORP,-73.916577415,40.672600605
GBR MART INC,-74.419790401,41.44029356
MIRABITO HOLDINGS INC,-76.039376955,42.21311126
KINGS POINT SPECIALTY FOOD LLC,-73.723466244,40.787138851
MARTINS FOODS OF SOUTH BURLINGTON LLC,-73.990262642,42.292821273
772 PALISADE MEAT CORP,-73.88511284,40.960068661
TOPS MARKETS LLC,-73.833800505,42.362694159
WHITE PLAINS BROTHERS MEAT MARKET CORP,-73.854445635,40.898018522
A & H DELI & GRILL CORP,-73.995736443,40.645144717
FINGER FOOD PRODUCTS LLC,-78.920280411,43.114001482
161 SHADDAD INC,-73.90919958,40.822470836
ISLAND FARM MEAT CORP,-73.996687541,40.663392565
LOVER JUICE BAR LLC,-73.900554233,40.854273914
TWIN MOUNT SERVICE STATION INC,-73.830136859,40.835069884
ANGIE DELI GROCERY F&C CORP,-73.951491897,40.711045964
SWEET HOME AFRICAN MKT INC,-73.888922079,40.873239017
ROSES QUICK STOP LLC,-76.759996748,43.067403884
TOTAL CARE II INC,-73.861017383,40.831931741
ALDI INC,-73.094853306,40.762289326
MIRABITO HOLDINGS INC,-76.203590592,42.997481713
GERLACH BEVERAGE INC,-73.854156795,41.680594618
TOPS MARKETS LLC,-77.790128373,43.285981916
DELTINO HP INC,-72.983169767,40.952216872
JALAPENO BROTHERS MARKET INC,-73.901038959,40.643833033
WHOLE FOODS MARKET GROUP INC,-73.982640726,40.768364016
SUSHI MARU EXPRESS INC,-73.419036778,40.737384293
FRANCIS LEWIS SERVICE STATION INC,-73.780298314,40.753685586
PENN KING CONVENIENCE INC,-73.891742171,40.659772773
LOS PRIMOS DELI 201 CORP,-73.229866611,40.779212043
NEW GRACE FARMERS MARKET INC,-73.910473629,40.669238959
ONE STAR GROCERY & DELI CORP,-73.918830554,41.290557883
NILKANTH DELI & GROCERY INC,-73.875548334,40.711755702
C&V DELI GROCERY CORP,-73.850881315,40.839827578
JOLLEY ASSOCIATES CORP,-73.699806479,43.363566572
AMSTERDAM GOURMET DELI & GROCERY CORP,-73.94781375,40.825498505
BARRY GROCERY LLC,-73.851130341,40.831441149
SUSHILOVER INC,-73.900772582,40.933022313
MO & HAMZA DELI CORP,-73.898020049,40.817183364
1158 GROCERY & DELI INC,-73.866640885,40.829523453
TARGET CORPORATION,-73.889397417,42.775176038
1576 FINEST DELI CORP,-73.953532136,40.775132361
KOSHER CONVENIENCE INC,-73.961652356,40.617718124
WALGREEN EASTERN CO INC,-73.909235035,40.885635349
511 MH-AG HOLDINGS LLC,-72.127241498,40.979449465
TWIN CITY MARKET INC,-78.848888976,42.911223589
36TH FOOD & GRILL INC,-73.940758199,40.626060465
WOODSTOCK MEAT MARKET INC,-74.11501344,42.039631429
GEE MART INC,-73.495385774,44.695996817
DUANE READE,-74.011852245,40.711790654
5 STAR GROCERY AND HALAL MEAT INC,-73.96006935,40.581032378
JYOTI INC,-73.893757816,41.694221162
I LOVE MY DELI GROCERY INC,-74.089237412,40.60916544
IRISH MINI MARKET INC,-73.871531307,40.906540989
GOLDEN VILLAGE MARKET INC,-73.918310457,41.091430099
YI JIE SHA GROCERY INC,-74.004210883,40.637005009
NAPOLI SPECIALTY CONCEPTS INC,-77.665006508,43.16500792
2673 PITKIN DELI INC,-73.873308941,40.675330716
BRANDO GROCERY DELI INC,-73.880839913,40.683303583
NAGI MASTAFA,-73.777827748,42.639293821
TOPS MARKETS LLC,-76.573090282,43.323187592
SRM PRODUCE & MEAT LLC,-74.212505954,40.551427957
UNITED REFINING CO OF PA INC,-76.367587725,42.589001061
W CANDY CORP,-73.918639195,40.818851446
HUDSON GROUP (HG) RETAIL LLC,-73.9926754,40.7482307
ALJALAL OMAR S,-73.943285176,40.725839478
1667 NICKS DISCOUNT STORE INC,-74.00845925,40.605439642
1978 FIRST AVE NEWS STAND CORP,-73.941919261,40.786777842
G&G ITALIAN MEAT MARKET INC,-74.134999669,40.625749622
LOUS PRODUCE LLC,-74.6669507,41.649413771
OB DELI INC,-73.792009509,40.680693752
YESHIVA FARM SETTLEMENT INC,-73.745852786,41.229408351
G&G GROCERY STORE INC,-73.878364905,40.736469995
RETAIL MANAGEMENT INC,-73.662244991,40.740972334
PRINCE ABOUS BUTCHERY LLC,-73.920989555,40.756636083
DOLGEN NEW YORK LLC,-78.037529298,43.318603026
MT KISCO FARM INC,-73.728283995,41.207554159
25 JAMES STREET LTD,-75.918171367,44.337381406
RYZE COLLECTIVE INC,-73.915318788,41.304288488
AYLIN GROCERY STORE INC,-73.909838364,40.834132284
ASIM DELI & GROCERY INC,-73.952763516,40.710528801
BIG LOTS STORES LLC,-74.984827086,44.68597709
Y K CHOICE DELICATESSANS CORP,-73.786992605,40.900015259
TOPS PT LLC,-75.7578979,43.0848131
WALGREEN EASTERN CO INC,-73.828663488,40.582589023
SUPER BAGELS INC,-73.991209797,40.636106259
1095 LOUDON INC,-73.743002365,42.783695698
AMAZING GRACE GROCERY CORP,-73.89639815,40.74582357
NAZARENO DELI GROCERY CORP,-73.709114582,40.708418489
DOLGEN NEW YORK LLC,-73.914033675,41.784157516
ST JAMES STAR INC,-73.143574751,40.86156156
MICHAEL JOHNS MINI MKT&DELI LLC,-77.668637716,42.363589305
US BANGLA GROCERY INC,-73.963468379,40.635332736
POP A LICIOUS LLC,-73.957334816,41.060013675
ARNOLD JASON,-74.032004016,42.969449066
BROOKDALE GOURMET DELI CORP,-73.914050941,40.657231547
SPEEDWAY LLC,-75.280072254,43.077088171
CONTINENTAL GLATT KOSHER MTS CORP,-74.051098243,41.116694958
CHARO WEST INDIAN AND AMERICAN GROCERY I,-73.871057478,40.679091132
CONTINENTAL GLATT MEAT CORP,-73.95704122,40.69830128
K & N DELI GROCERY CORP,-73.944820656,40.824260079
BJS WHOLESALE CLUB INC,-76.232744277,43.190111636
METRO ORGANIC INC,-73.962287621,40.716306991
ROCKAWAY EXPRESS DELI CORP X,-73.814499329,40.586725702
A PLUS CONVENIENCE STORES INC,-77.65532541,43.164999286
D & A DELI GROCERY CORP,-73.885241502,40.873480249
VINCENT FARMS 9 INC,-73.993146771,40.602351707
WAL-MART STORES EAST LP,-75.039092533,42.447442786
SAMMY STOP AND SHOP CORP,-73.968751486,40.639345909
BERITOS II DELI & GROCERY CORP,-73.990056028,40.599474577
203 PARKSIDE DELI GRO&LUNCH CORP,-73.961015248,40.655408609
BREWSTER GAS CORP,-73.577852805,41.42511027
LISA DELI & GROCERY 2019 CORP,-73.969372089,40.693242844
SBF FISHERY INC,-73.897840927,40.851727953
LA FAMOSA DELI GROCERY 206 INC,-73.576971448,40.669180788
FAMOUS DOUGHNUTS INC,-78.829341707,42.947595139
JAVID ENTERPRISES INC,-73.96811078,41.094316198
GALADRIEL ENTERPRISES INC,-75.084412394,43.324620227
BOLLA OPERATING LI CORP,-73.641414788,40.704443246
MERMAID GARDEN INC,-73.969274356,40.677106004
GREAT NECK QUICK STOP INC,-73.733622345,40.773455771
JINBO HOLDINGS INC,-73.819548755,40.764973327
STEWARTS SHOPS CORP,-73.342250499,42.927794905
WEALTH OF HEALTH INC,-73.957930372,40.598800043
CAMILLUS SUNOCO INC,-76.307169123,43.03933662
ZHEN ZHEN GROCERY INC,-73.825853036,40.745899636
CHATZI CHINAM INC,-73.900636376,40.700396505
ALDI INC,-78.395734205,43.206306018
79 GREEN APPLE CORP,-73.99232987,40.69806688
LUCKY LOTTO GOURMET DELI & GROCERY INC,-73.989508186,40.619997792
ACTIVE INGREDIENT BREWING COMPANY,-73.792037672,42.966910313
A&J 152ST FOOD LLC,-73.904133054,40.815306781
GOLDENS FRESH MARKET INC,-73.780913378,40.909618405
4 S SINGH CORP,-74.418247395,41.411579741
NEYMAR FARMS II LLC,-73.930572343,40.651608254
PINE FUEL STATION LLC,-79.026174023,43.094954739
HELENS GRNHSE & FLOWER FARM INC,-72.644064619,40.95091994
FELLER ARNOLD JR,-73.735391879,42.139488156
LWIN FAMILY CO LLC,-73.77787016,40.779912686
SHRIJI HARI CORPORATION,-73.985584198,42.790822369
APPLE GOURMET DELI INC,-73.933830556,40.751369624
LA BANDERA MARQUETA & DELI CORP,-73.789506089,40.909954337
WAL-MART STORES EAST LP,-77.68846888,43.133549925
COZY CORNER RESTAURANT CORP THE,-73.570736569,40.715551908
183 GOLD FISH MARKET CORP,-73.904488866,40.858461974
HUNTINGTON BEER WORKS LLC,-73.425315411,40.874971431
WALGREEN EASTERN CO INC,-77.445896267,43.209739538
RITE AID OF NEW YORK INC,-78.859185557,42.959105588
AVE J GRILL ZONE CORP,-73.961158662,40.625090385
AMAZE MEAT MARKET INC,-73.996306245,40.71746252
COLOMBIA CUYABROS DISTRIBUTION INC,-73.58242857,40.654133847
F.I. VILLAGE MARKET INC,-72.022553601,41.272761359
GEORGI SEAN & RAE,-78.84152933,42.586787442
432 EMPIRE GOURMET DELI GROCERY CORP,-73.979952984,40.738847144
ADVANCED FRESH CONCEPTS FRANCHISE CORP,-76.486528607,43.462546036
SIMON GUADALUPE,-73.91983655,40.741585428
JRS DELI MARKET FOOD CORP,-73.787906043,40.921334188
CARVE DELICATESSEN CORP,-73.945811984,40.620246777
QUEENS SHOPRITE ASSOCIATES LLC,-73.835689451,40.783056529
AKHB INC,-74.019664346,41.059082365
DOORDASH ESSENTIALS LLC,-73.956673338,40.6906626
MAINSPRING LLC,-78.861021948,42.86650974
FAMILY DOLLAR STORES OF NEW YORK LLC,-76.115901887,43.05160429
MUSAED DELI INC,-73.941469991,40.597228771
LO TIGER GROCERY CORP,-73.907456311,40.844645789
PEREZ JOSE A,-73.906239091,40.692061079
725 COMMACK GROCERS LLC,-73.231441236,40.758932657
NEW BEST FRUIT MARKET INC,-73.948601481,40.633481341
BELLPORT MARKET CORP,-72.943514899,40.774186401
EMMONS DELI INC,-73.950617916,40.583614926
181 AVENUE U MEATS INC,-73.977317714,40.596658425
RODRIGUEZ FAMILY GROCERY CORP,-73.90648795,40.670448761
SPEEDWAY LLC,-77.653765705,43.05441097
EL CATRIN LLC,-73.918297549,40.81509057
MPW ENTERPRISES LLC,-74.114314976,41.114775669
EL ECONOMICO CORP,-73.631696977,40.707015694
ASIAN ONE BEST GROCERY INC,-73.068114961,40.835347531
BRIGHTSIDE CONVENIENCE CORP,-73.938379918,40.796484254
AR DELI COFFEE SHOP INC,-73.976542304,40.681975303
RALPH FISHES OF THE SEA INC,-73.922262943,40.68136774
MI BEBE DELI GROCERY CORP,-73.903576915,40.861072895
STOP&SHOP SUPERMARKET CO LLC THE,-72.696494429,40.92368898
603 GOURMET DELI CORP,-73.976467873,40.744290855
STOP&SHOP SUPERMARKET CO LLC THE,-73.75535025,40.679476867
PORTER FARMS LLC,-78.154728421,43.062741409
PEMM LLC,-77.618217467,42.965235022
MERRIAM FOOD CENTER CORP,-73.924289268,40.843629903
CTAC HOLDINGS LLC,-74.001359862,40.736743245
RAINTREE CONVENIENCE LLC,-78.847299516,43.014608623
FAST FOODS 315 LLC,-76.156750422,43.065322951
STAR INK INC,-78.823150345,42.972473572
SV MART INC,-74.04447939,41.108178064
PICKLE GUYS INC,-73.989081631,40.716506858
BEDE INC,-72.663293794,40.91427208
ADAMS DELI ON KINGS HIGHWAY CORP,-73.963043584,40.606843527
CVS ALBANY LLC,-73.838448941,42.682534006
CORONA CAFE INC,-73.854678987,40.742438874
JJJ FISH INC,-73.991520765,40.684973509
STEWARTS SHOPS CORP,-74.987153064,42.854015214
MIDDLETOWN FOOD CORP,-74.421729657,41.441616752
HENRY CLIFFORD,-73.929708169,40.686889738
ROME RESTAURANT EQUIPMENT LLC,-75.442074656,43.196242705
Z MART FARMERS MARKETS INC,-74.020533885,41.098774616
BLOOMINGDALES LLC,-73.966527858,40.761949555
HICIANO BROTHERS GROCERY CORP,-73.829774469,40.844117043
HICKSVILLE FOODS INC,-73.505683529,40.743526174
3RD AVE FOOD GROUP LLC,-73.983584025,40.73793226
N & S 191 FOOD CORP,-73.768634309,40.712340675
RODRIGUEZ RICARDO,-73.864123548,41.080952972
S&S CHEESECAKE INC,-73.899863816,40.884736306
SAND CASTLE FOOD MART INC,-73.742300465,40.595552307
SONBYRNE SALES INC,-76.488426773,43.023541552
DOLGEN NEW YORK LLC,-75.586449921,42.969722987
TOPS MARKETS LLC,-77.292778731,42.906045168
FOOD AND DELI BY NEIL INC,-73.941032288,40.698712496
LA FLOR DE PUEBLA DELI & GROCERY CORP,-74.124570235,40.634067236
WALGREEN EASTERN CO INC,-74.14880916,41.844487659
CHAUHAN HOLDINGS INC,-74.498233431,41.566429488
LOCUST VALLEY MARKET LTD,-73.595785719,40.879692873
SOY BEAN CHAN INC,-73.874720621,40.734498864
HOLLAND GOURMET DELI CORP,-73.865352168,40.86305731
MANTON CONVENIENCE STORE INC,-73.818161969,40.709489151
MUSKA INC,-73.930302613,42.804017287
DIOMAR GROCERY CORP,-73.891901092,40.698066461
MOHAMED A SALEH,-78.826718339,42.922212222
KASADO GROCERY & DELI CORP,-73.882140365,40.935098678
KIMS MARINE PARK DELI & GROCERY CORP,-73.931916381,40.609548786
CVS ALBANY LLC,-72.645350905,40.812058207
YOUR FAMOUS DELI INC,-73.941928816,40.798449936
CARNEGIE SPECIALTY FOODS INC,-73.952151553,40.786654461
CASTEL EXPRESS GOURMET DELI INC,-73.851937602,40.834020386
ROBO IN FALCONER LLC,-79.196944739,42.119489215
MARY'S GROCERY AND TAQUERIA INC,-73.929581267,40.772228786
DOLGEN NEW YORK LLC,-74.175349041,41.563283632
SATMAR MEAT MARKET INC,-73.98336509,40.632904959
R&R FOOD STORES INC,-73.761271561,40.5997231
PANE PURO LLC,-73.935432506,40.683578551
126 FOOD CORP,-73.824537077,40.701130885
ANTHONYS PANINOTECA LLC,-74.150571988,40.550189615
SHAMBHU 22201 INC,-73.732366987,40.720536793
UNITED REFINING CO OF PA INC,-78.695977505,43.183458459
9-11 DELI CORP,-73.950085175,40.797306927
KANESHIE KENKEY HUT INC,-73.893737902,40.85967911
125 MAIN ESSENTIALS FOOD CORP,-73.902725565,40.869068182
QUICKCHEK CORPORATION,-74.026766752,41.942137909
THRYFT N THYME LLC,-73.89962644,41.694977294
TH PRIME ENTERPRISES INC,-73.838448941,42.682534006
JUST MEATS OF MALTA,-73.790399597,43.013564531
BORO PARK GROCERY CORP,-73.987973125,40.642682198
DELTA-SONIC CARWASH SYSTEMS INC,-77.505995183,43.187985273
RODRIGUEZ BANESA,-73.903008874,40.851512957
"KPH HEALTHCARE SERVICES, INC.",-76.297387526,42.495430565
CREATIVA LLC,-73.7650202,40.928611169
SKYLIGHT HOLDINGS INC,-73.891890614,40.864368994
STEINMANN ENTERPRISES INC,-73.792772346,41.300134166
WEGMANS FOOD MARKETS INC,-77.543326336,43.103947892
LEES FAMILY FARM CORP,-73.926786405,40.762778107
LUCKY CANDY & GROCERY CORP,-73.892141904,40.830005706
JFZ GROUP INC,-73.312791546,40.760048624
LADERACH USA INC/ LADERACH WALT WHITMAN,-73.410452704,40.822235891
"KPH HEALTHCARE SERVICES, INC.",-76.179808954,42.639950669
YOGI ORGANIC MARKET INC,-73.882296353,40.75008757
59-5 FRUIT & VEGETABLE CORP,-73.994069031,40.735090836
DELI & FOOD CORP,-73.890199719,40.869623311
788 GREAT NECK INC,-73.735971038,40.808351562
ROCHESTER INSTITUTE OF TECHNOLOGY,-77.681220378,43.083100255
SOODS INC,-73.941219623,41.118054796
D&M SMOKED FISH INC,-73.803125086,40.699872049
PJ HYDE&SON INC,-74.479950105,44.240736721
NEW MORRIS DELI GROCERY INC,-73.86440233,40.845435113
REAL WORLD DELI CORP,-73.908654001,40.638305042
HUDSON SAV MORE LLC,-77.601656838,43.166956586
MARTINS FOODS OF S BURLINGTON LLC,-73.88146294,41.980152774
SAN AGUSTIN BAKERY GROCERY INC 1,-73.938093676,40.797312679
BROAD STREET BAGEL CO LLC,-73.698634102,42.394994075
H MART ROOSEVELT LLC,-73.82487185,40.761003155
4121 CHURCH MEAT CORP,-73.938327699,40.651495015
NEW FIRST LINE CORP,-78.897262532,42.926619133
SHOP-RITE OF GARNERVILLE INC,-74.008960824,41.200064635
FRESH N SAVE FOOD CORP,-73.977876536,40.65666074
RUNA MOSAMMAT ZB,-73.980909779,40.642333301
SPOONS 716 LLC,-78.66162192,43.158168161
3821 FOOD CORP,-73.944137112,40.83609453
SHAWN B ENTERPRISES LLC,-77.196077414,42.861354366
7 ELEVEN INC,-73.860909005,41.143476689
ALZANAM ASSAMET,-74.008750941,41.931266245
ALDI INC,-77.657770411,43.224728854
FAMILY DOLLAR STORES OF NEW YORK LLC,-78.67789681,43.219526416
DOLGEN NEW YORK LLC,-76.730803421,43.234563754
STEWARTS SHOPS CORP,-74.487252,44.835127185
2257 EAST 16 CORP,-73.954681463,40.595439403
SPEEDWAY LLC,-76.233357161,42.098166911
LA GONDOLA DELI GROCERY INC,-73.885338481,40.875392119
TOPS PT LLC,-79.173023458,42.545808234
PITTSTOWN GROCERY INC,-73.469245803,42.846523301
COLDENHAM FOOD MART INC,-74.15250913,41.52601535
AMERICAN PETROLEUM DISTRB LLC,-73.509150116,40.665043313
GMI PORK STORE LLC,-74.211116067,40.550596724
J&HEE DELI AND GROCERY INC,-73.683132275,40.825810102
PARTH FOOD OF KINGSTON INC,-74.037931036,41.928748063
STEWARTS SHOPS CORP,-73.623889318,43.397972902
NEW LEADER HALAL MEAT 1 COPR,-74.013190164,40.64943973
DOVER KRISTIN & JORDAN,-78.018034287,42.306601374
BELLA TEJALPA DELI GROCERY INC,-73.88619486,40.855843383
J & R DISTRIBUTORS INC,-73.941082831,40.703818081
TRISUL INC,-73.046029263,40.897992454
HISTORY HILL INC,-73.764404214,42.655542853
STEINERS GENERAL STORE LLC,-75.861630484,43.93334794
LUS LICENSING LLC,-73.024035334,40.867944367
18TH AVE CONVENIENCE INC,-74.002654112,40.607079058
"KPH HEALTHCARE SERVICES, INC.",-76.211849701,42.583532204
HEALTHY MEALS DIRECT LLC,-73.382001842,40.738605787
SPEEDWAY LLC,-73.681204186,43.330308396
AYHAM DELI INC,-73.910898256,40.670858929
BEER & CIGAR OUTLET INC,-74.152750361,41.321495656
BOLLA OPERATING LI CORP,-73.549141601,40.757187964
CLARKSON DELI LLC,-73.927770776,40.656710025
BOLLA OPERATING CORP,-73.96213616,40.610493301
A&C SUPERMAS INC,-73.940453357,40.820010252
LIVING WELL GARDEN INC,-73.927565,40.670254259
CAPTAIN JOES FISH CORP,-73.493429438,40.770734628
DG GROCERY CORP,-73.922774826,40.816994184
ANTILLANA SUPERFOOD MEAT CORP,-73.941792191,40.837827698
CVS ALBANY LLC,-73.729372385,41.373683606
HEITMANN KIERSTEN,-73.788773005,41.535411464
PACIFIC MINI MART 1 CORP,-73.979216718,40.683458103
HEART TWO HEART COLLECTIBLES INC,-74.032419004,40.62057497
WALGREEN EASTERN CO INC,-73.830051866,41.291524945
DOLGEN NEW YORK LLC,-73.96680827,41.82806021
BHH ENTERPRISE INC,-73.990700596,40.720878104
BHAGAVATI CORP,-74.599520217,41.62380186
24 SEVEN SERVICES LLC,-73.929887709,40.616052263
SIMPELAAR FRUIT FARMS LLC,-76.233750776,43.48001673
MUHOVIC KASIM,-76.123170734,43.053983219
FOXY SOX LLC,-78.803352275,42.850157569
165 AND ANDERSON SUPERETTE INC,-73.926451799,40.833639596
C&W FISH CORP,-73.62378773,40.755778798
STILLWELL 86 DELI&GRILL INC,-73.985576236,40.59675993
M&R GROCERY & GAS INC,-73.816057953,41.747189692
CVS ALBANY LLC,-73.884322594,40.701531791
WALGREEN EASTERN CO INC,-73.87170783,40.965330904
DUANE READE ET AL PTRS,-73.987659474,40.770672015
HEALTHY ORGANIC MARKET INC,-73.942779412,40.691479585
CROSBY AVENUE DELI CORP,-73.831463714,40.845547766
SAN DIEGO DELI GROCERY CORP,-73.881791008,40.831534355
UTC PHARMACY INC,-73.914271961,40.814647862
2023 CONVENIENCE CORP,-73.917487019,40.82077853
VALLEY VIEW CHEESE CO INC,-79.0317671,42.262487962
UMA CONVENIENCE INC,-73.920289173,41.091509434
PEMM LLC,-77.431070692,43.160470837
A & E HEALTHY CHOICE CORP,-73.922908098,40.80942675
BIG LOTS STORES LLC,-78.478122676,42.547679555
SAJOMA DELI CORP,-73.581436907,40.653734156
J & K DELI NY CORP,-72.862909237,40.833772282
AVENUE D MINI MART INC,-73.928858244,40.642299941
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.927197789,40.623789346
LOCAL GAS LLC,-75.646895813,42.898934471
BAER SALLY A,-79.326444724,42.104103981
HENU FOOD INC,-73.951032317,40.713951299
QUEENS PLAZA DELI CORP,-73.937387585,40.749878819
PREET FOOD MART INC,-74.462805928,41.296897033
NEW ZHONG HUA MARKET INC,-74.007933789,40.636862894
EXXON MINI MART INC,-74.415757635,41.519122408
DOLGEN NEW YORKLLC,-76.160084408,43.075823464
LOS PLATANITOS GROCERY & DELI CORP,-73.912518227,40.700204266
2732 CONVENIENCE GROCERY CORP,-73.967773409,40.80017468
MURRAY SUPERETTE INC,-78.046084958,43.274435887
SOTO DELI & GRILL CORP,-73.909800227,40.637566597
PRRC INC,-76.158373242,43.03295158
MAYSAA FORDHAM DELI INC,-73.898174192,40.861420199
WAL-MART STORES EAST LP,-73.420108069,40.726991068
BLACK OLIVE GOURMET INC,-73.918771713,40.83839708
RAY'S #1 DELI GROCERY LLC,-73.858402732,40.885644318
FOOTHILLS MARKET LLC,-75.548833197,43.793705853
NORTHERN ONE STOP CONVENIENCE INC,-73.812495551,40.765133463
